year,month,scam_type,age_group,location,report_count,total_loss,date
2019,9,task-based scam,35-44,NT,42,32080,2019-09-01
2020,5,identity theft,55-64,VIC,16,2601,2020-05-01
2019,7,identity theft,25-34,QLD,27,49503,2019-07-01
2019,10,phishing,65+,TAS,49,41772,2019-10-01
2024,9,task-based scam,25-34,NT,36,10078,2024-09-01
2020,5,task-based scam,25-34,ACT,14,19261,2020-05-01
2019,8,task-based scam,35-44,NT,32,23371,2019-08-01
2024,8,task-based scam,35-44,SA,21,18702,2024-08-01
2024,3,task-based scam,18-24,NT,44,5346,2024-03-01
2020,5,identity theft,65+,NT,25,26355,2020-05-01
2024,8,phishing,18-24,NT,3,37608,2024-08-01
2020,10,phishing,65+,QLD,43,47934,2020-10-01
2020,3,identity theft,25-34,NT,1,25135,2020-03-01
2021,3,identity theft,25-34,NT,12,10527,2021-03-01
2019,6,identity theft,18-24,NT,13,27282,2019-06-01
2022,7,task-based scam,55-64,NT,15,22513,2022-07-01
2020,7,task-based scam,65+,NSW,3,22759,2020-07-01
2019,6,investment,25-34,NSW,30,18262,2019-06-01
2025,7,identity theft,25-34,SA,7,20353,2025-07-01
2024,7,financial fraud,45-54,WA,33,42152,2024-07-01
2023,4,financial fraud,35-44,VIC,9,2664,2023-04-01
2020,8,task-based scam,45-54,NT,7,44777,2020-08-01
2024,8,phishing,65+,NT,29,48653,2024-08-01
2024,2,financial fraud,35-44,SA,42,31623,2024-02-01
2024,10,investment,35-44,NT,7,47430,2024-10-01
2024,5,investment,45-54,QLD,2,21538,2024-05-01
2024,2,phishing,18-24,QLD,26,42292,2024-02-01
2020,3,task-based scam,55-64,TAS,11,25582,2020-03-01
2025,3,phishing,65+,QLD,9,19083,2025-03-01
2022,5,financial fraud,55-64,QLD,45,35619,2022-05-01
2021,8,investment,35-44,ACT,39,19127,2021-08-01
2024,3,task-based scam,25-34,QLD,26,28607,2024-03-01
2024,7,investment,25-34,TAS,23,7508,2024-07-01
2021,5,phishing,45-54,QLD,27,12996,2021-05-01
2025,12,identity theft,45-54,NSW,3,8780,2025-12-01
2025,10,investment,45-54,VIC,27,28903,2025-10-01
2020,10,financial fraud,25-34,WA,13,28456,2020-10-01
2019,10,task-based scam,45-54,SA,17,15905,2019-10-01
2023,4,phishing,35-44,NSW,23,30985,2023-04-01
2023,2,investment,25-34,QLD,42,33767,2023-02-01
2019,6,investment,55-64,TAS,6,32622,2019-06-01
2020,4,investment,65+,NSW,22,15400,2020-04-01
2023,4,identity theft,45-54,QLD,26,12798,2023-04-01
2025,5,financial fraud,55-64,NSW,27,43725,2025-05-01
2021,9,investment,45-54,NT,5,43744,2021-09-01
2019,1,phishing,25-34,VIC,31,38906,2019-01-01
2025,5,task-based scam,35-44,NT,38,24021,2025-05-01
2022,5,financial fraud,65+,QLD,36,850,2022-05-01
2020,2,identity theft,55-64,NSW,22,26458,2020-02-01
2019,3,task-based scam,65+,TAS,41,42701,2019-03-01
2023,4,identity theft,55-64,NSW,11,3290,2023-04-01
2020,1,financial fraud,65+,QLD,32,9609,2020-01-01
2021,10,investment,35-44,WA,31,9054,2021-10-01
2020,3,financial fraud,25-34,QLD,3,29668,2020-03-01
2020,1,task-based scam,65+,ACT,4,48014,2020-01-01
2021,1,phishing,18-24,ACT,25,6782,2021-01-01
2024,9,investment,45-54,TAS,24,909,2024-09-01
2021,4,investment,25-34,QLD,20,11291,2021-04-01
2025,4,financial fraud,35-44,NT,35,9588,2025-04-01
2020,4,task-based scam,55-64,TAS,18,49570,2020-04-01
2021,11,financial fraud,45-54,NSW,11,9251,2021-11-01
2024,9,phishing,65+,SA,34,49834,2024-09-01
2025,11,task-based scam,35-44,QLD,19,30483,2025-11-01
2019,12,financial fraud,65+,NT,22,35376,2019-12-01
2021,8,phishing,35-44,VIC,49,18240,2021-08-01
2021,4,phishing,35-44,WA,45,1294,2021-04-01
2020,12,financial fraud,65+,TAS,31,38418,2020-12-01
2025,6,identity theft,25-34,NT,3,40789,2025-06-01
2019,2,task-based scam,35-44,NSW,34,683,2019-02-01
2022,6,phishing,65+,VIC,48,34915,2022-06-01
2022,1,investment,55-64,QLD,32,33295,2022-01-01
2023,5,phishing,25-34,TAS,8,46580,2023-05-01
2021,8,financial fraud,18-24,ACT,29,12833,2021-08-01
2021,1,financial fraud,35-44,TAS,31,29900,2021-01-01
2019,11,identity theft,18-24,QLD,24,42100,2019-11-01
2024,2,investment,35-44,TAS,33,14754,2024-02-01
2022,3,task-based scam,65+,VIC,9,46876,2022-03-01
2023,7,identity theft,65+,TAS,45,8307,2023-07-01
2019,12,phishing,65+,SA,8,6520,2019-12-01
2021,8,task-based scam,55-64,NT,10,22134,2021-08-01
2022,4,task-based scam,45-54,QLD,15,1723,2022-04-01
2025,8,phishing,55-64,NT,43,36975,2025-08-01
2023,1,investment,65+,NT,22,38372,2023-01-01
2020,3,identity theft,35-44,WA,33,23655,2020-03-01
2022,4,investment,35-44,SA,5,32292,2022-04-01
2023,5,phishing,35-44,VIC,19,33852,2023-05-01
2019,11,task-based scam,18-24,NT,25,6878,2019-11-01
2020,9,identity theft,35-44,VIC,23,24030,2020-09-01
2023,2,phishing,35-44,TAS,39,31774,2023-02-01
2023,7,investment,55-64,NSW,45,5669,2023-07-01
2021,3,phishing,18-24,NT,16,45340,2021-03-01
2024,12,phishing,45-54,NSW,38,20856,2024-12-01
2022,10,identity theft,18-24,WA,39,13092,2022-10-01
2021,2,task-based scam,35-44,TAS,26,15460,2021-02-01
2025,9,task-based scam,45-54,WA,12,35288,2025-09-01
2020,3,financial fraud,18-24,NT,23,25728,2020-03-01
2024,8,financial fraud,18-24,VIC,3,1521,2024-08-01
2023,1,task-based scam,25-34,QLD,32,1203,2023-01-01
2021,5,task-based scam,18-24,QLD,28,13868,2021-05-01
2024,5,phishing,18-24,NSW,25,27243,2024-05-01
2025,6,financial fraud,25-34,QLD,3,8132,2025-06-01
2022,7,financial fraud,25-34,VIC,31,9316,2022-07-01
2025,3,identity theft,35-44,WA,41,14867,2025-03-01
2020,12,financial fraud,18-24,VIC,45,43270,2020-12-01
2019,5,task-based scam,35-44,NSW,17,43615,2019-05-01
2021,12,phishing,55-64,QLD,46,21162,2021-12-01
2020,8,financial fraud,45-54,SA,5,41843,2020-08-01
2019,6,identity theft,65+,WA,13,25409,2019-06-01
2021,2,identity theft,45-54,SA,14,36317,2021-02-01
2020,7,identity theft,25-34,WA,24,45543,2020-07-01
2025,3,investment,45-54,ACT,6,15876,2025-03-01
2020,10,phishing,55-64,SA,19,15410,2020-10-01
2024,9,identity theft,25-34,QLD,16,18120,2024-09-01
2025,4,task-based scam,25-34,WA,4,15958,2025-04-01
2021,11,task-based scam,35-44,NSW,38,33331,2021-11-01
2020,4,task-based scam,55-64,TAS,24,11745,2020-04-01
2023,4,financial fraud,65+,VIC,8,43048,2023-04-01
2021,10,task-based scam,18-24,VIC,28,25429,2021-10-01
2020,10,phishing,25-34,TAS,11,29320,2020-10-01
2024,8,task-based scam,18-24,TAS,7,30549,2024-08-01
2019,1,financial fraud,55-64,ACT,32,30907,2019-01-01
2019,3,task-based scam,18-24,TAS,2,38985,2019-03-01
2023,8,investment,18-24,NT,27,43564,2023-08-01
2021,12,phishing,25-34,ACT,45,20726,2021-12-01
2024,7,identity theft,45-54,QLD,32,23192,2024-07-01
2020,6,task-based scam,65+,SA,33,5408,2020-06-01
2020,7,financial fraud,65+,QLD,42,18452,2020-07-01
2019,1,phishing,65+,ACT,32,9156,2019-01-01
2024,8,task-based scam,55-64,NT,6,9363,2024-08-01
2025,4,investment,18-24,WA,39,23969,2025-04-01
2023,1,identity theft,45-54,NT,21,39992,2023-01-01
2019,4,financial fraud,35-44,QLD,9,17105,2019-04-01
2019,2,task-based scam,45-54,NSW,34,19377,2019-02-01
2023,5,task-based scam,45-54,SA,39,42149,2023-05-01
2021,1,investment,45-54,SA,45,12158,2021-01-01
2020,1,financial fraud,25-34,NT,17,7047,2020-01-01
2021,5,phishing,25-34,WA,41,8589,2021-05-01
2024,2,financial fraud,65+,VIC,6,1189,2024-02-01
2025,9,identity theft,18-24,QLD,6,19195,2025-09-01
2022,10,investment,18-24,VIC,9,34249,2022-10-01
2022,7,identity theft,55-64,NSW,13,4112,2022-07-01
2022,4,task-based scam,18-24,QLD,19,28091,2022-04-01
2023,7,investment,35-44,WA,45,34190,2023-07-01
2019,8,financial fraud,45-54,VIC,40,8584,2019-08-01
2025,8,investment,35-44,ACT,40,16887,2025-08-01
2021,8,phishing,45-54,NSW,25,9297,2021-08-01
2020,12,financial fraud,18-24,SA,23,14826,2020-12-01
2022,5,financial fraud,35-44,VIC,39,47310,2022-05-01
2021,7,identity theft,45-54,WA,36,21200,2021-07-01
2022,11,phishing,35-44,WA,9,31573,2022-11-01
2025,7,phishing,65+,NT,42,28844,2025-07-01
2022,2,phishing,35-44,QLD,17,49782,2022-02-01
2020,3,identity theft,35-44,NT,25,48068,2020-03-01
2024,11,investment,45-54,TAS,12,4170,2024-11-01
2024,2,task-based scam,65+,ACT,20,7162,2024-02-01
2025,3,investment,45-54,TAS,4,21433,2025-03-01
2024,9,investment,25-34,ACT,25,45562,2024-09-01
2023,7,financial fraud,25-34,QLD,27,1128,2023-07-01
2019,4,investment,45-54,ACT,8,30842,2019-04-01
2023,8,financial fraud,65+,NT,12,42117,2023-08-01
2021,7,identity theft,65+,WA,43,43792,2021-07-01
2023,10,task-based scam,18-24,NT,18,19215,2023-10-01
2021,6,phishing,45-54,NT,29,38731,2021-06-01
2021,4,investment,65+,QLD,48,20231,2021-04-01
2019,5,investment,45-54,SA,37,68,2019-05-01
2020,10,financial fraud,18-24,VIC,38,33289,2020-10-01
2025,8,phishing,25-34,WA,47,25884,2025-08-01
2019,3,phishing,55-64,SA,12,12678,2019-03-01
2025,11,investment,45-54,QLD,27,46444,2025-11-01
2024,12,identity theft,25-34,NSW,9,44606,2024-12-01
2024,3,task-based scam,55-64,SA,15,18317,2024-03-01
2023,5,phishing,65+,SA,35,14248,2023-05-01
2021,9,identity theft,35-44,SA,18,8174,2021-09-01
2022,5,investment,65+,QLD,10,43842,2022-05-01
2022,1,phishing,18-24,QLD,8,12183,2022-01-01
2025,5,phishing,45-54,SA,11,7459,2025-05-01
2021,9,identity theft,45-54,SA,28,6102,2021-09-01
2025,7,phishing,25-34,VIC,29,9191,2025-07-01
2019,9,identity theft,65+,NT,19,40541,2019-09-01
2020,10,identity theft,55-64,SA,16,13827,2020-10-01
2019,10,identity theft,35-44,QLD,2,26884,2019-10-01
2021,5,investment,45-54,VIC,12,18394,2021-05-01
2021,3,investment,18-24,WA,36,42991,2021-03-01
2020,2,task-based scam,18-24,WA,9,11000,2020-02-01
2025,9,investment,45-54,NT,9,42214,2025-09-01
2023,5,identity theft,25-34,TAS,13,10289,2023-05-01
2023,11,phishing,25-34,VIC,43,2201,2023-11-01
2020,1,task-based scam,25-34,SA,16,47647,2020-01-01
2023,2,task-based scam,18-24,SA,49,9075,2023-02-01
2022,2,phishing,25-34,VIC,25,35668,2022-02-01
2023,12,investment,35-44,SA,31,17942,2023-12-01
2023,4,task-based scam,55-64,NT,14,11873,2023-04-01
2023,6,phishing,65+,TAS,13,13886,2023-06-01
2022,8,investment,45-54,NT,47,21012,2022-08-01
2025,3,identity theft,35-44,WA,25,11954,2025-03-01
2023,10,financial fraud,25-34,WA,20,31264,2023-10-01
2024,10,identity theft,35-44,NT,21,11314,2024-10-01
2022,6,task-based scam,45-54,WA,10,27265,2022-06-01
2020,4,investment,18-24,TAS,18,20682,2020-04-01
2019,8,financial fraud,65+,QLD,12,42165,2019-08-01
2020,9,investment,45-54,SA,48,43132,2020-09-01
2019,9,task-based scam,55-64,ACT,34,21142,2019-09-01
2020,12,financial fraud,35-44,VIC,6,3403,2020-12-01
2024,6,identity theft,65+,SA,41,4801,2024-06-01
2019,2,task-based scam,55-64,ACT,27,2448,2019-02-01
2019,2,task-based scam,18-24,WA,45,18818,2019-02-01
2021,10,phishing,45-54,ACT,22,35040,2021-10-01
2019,9,phishing,18-24,SA,2,42633,2019-09-01
2019,5,financial fraud,35-44,VIC,46,25041,2019-05-01
2021,7,identity theft,25-34,NT,13,10223,2021-07-01
2023,6,identity theft,18-24,NSW,36,16301,2023-06-01
2023,9,investment,65+,TAS,16,16498,2023-09-01
2021,5,phishing,55-64,VIC,42,22730,2021-05-01
2022,8,financial fraud,55-64,SA,6,42125,2022-08-01
2019,4,phishing,45-54,QLD,34,28513,2019-04-01
2019,7,task-based scam,35-44,SA,5,31691,2019-07-01
2021,9,identity theft,18-24,WA,9,4193,2021-09-01
2021,2,financial fraud,55-64,VIC,45,22634,2021-02-01
2022,9,identity theft,25-34,NSW,19,43747,2022-09-01
2024,12,task-based scam,45-54,QLD,5,7987,2024-12-01
2023,8,task-based scam,35-44,NSW,41,37191,2023-08-01
2020,10,investment,35-44,TAS,22,1530,2020-10-01
2024,1,investment,35-44,QLD,42,44988,2024-01-01
2025,10,financial fraud,35-44,WA,9,21156,2025-10-01
2023,7,task-based scam,18-24,SA,32,345,2023-07-01
2019,12,investment,65+,TAS,22,33105,2019-12-01
2025,5,task-based scam,55-64,SA,27,39237,2025-05-01
2024,5,investment,65+,QLD,24,5112,2024-05-01
2021,7,phishing,18-24,QLD,13,33899,2021-07-01
2022,11,identity theft,35-44,NT,3,13126,2022-11-01
2023,10,task-based scam,55-64,NSW,42,25700,2023-10-01
2022,4,financial fraud,45-54,ACT,19,35719,2022-04-01
2025,1,financial fraud,18-24,WA,46,7218,2025-01-01
2023,6,financial fraud,35-44,TAS,30,22022,2023-06-01
2024,1,identity theft,45-54,WA,33,8848,2024-01-01
2019,11,task-based scam,55-64,WA,41,10465,2019-11-01
2020,1,financial fraud,65+,SA,48,19974,2020-01-01
2022,12,identity theft,25-34,QLD,8,26250,2022-12-01
2022,8,phishing,55-64,SA,40,21134,2022-08-01
2020,4,phishing,55-64,NSW,32,16078,2020-04-01
2022,5,identity theft,35-44,SA,8,32314,2022-05-01
2022,10,investment,65+,ACT,44,9930,2022-10-01
2023,10,identity theft,55-64,QLD,38,32420,2023-10-01
2023,1,task-based scam,65+,QLD,47,6462,2023-01-01
2020,10,investment,18-24,TAS,14,45680,2020-10-01
2025,7,task-based scam,25-34,VIC,35,11475,2025-07-01
2019,11,financial fraud,35-44,SA,21,49712,2019-11-01
2024,2,phishing,35-44,ACT,36,8531,2024-02-01
2024,6,investment,55-64,SA,29,27272,2024-06-01
2025,9,task-based scam,55-64,NSW,26,10058,2025-09-01
2022,2,task-based scam,55-64,VIC,35,20680,2022-02-01
2019,6,investment,25-34,NT,25,45783,2019-06-01
2020,12,phishing,18-24,QLD,43,31686,2020-12-01
2025,12,task-based scam,65+,ACT,40,42941,2025-12-01
2020,5,task-based scam,55-64,ACT,35,24299,2020-05-01
2023,2,financial fraud,65+,VIC,13,25090,2023-02-01
2022,9,phishing,45-54,SA,14,39490,2022-09-01
2021,2,identity theft,65+,SA,28,23841,2021-02-01
2020,1,investment,65+,ACT,39,18363,2020-01-01
2025,9,phishing,55-64,ACT,34,33755,2025-09-01
2022,9,phishing,55-64,WA,3,43236,2022-09-01
2019,9,financial fraud,45-54,QLD,21,47349,2019-09-01
2025,8,investment,65+,QLD,47,17709,2025-08-01
2023,4,identity theft,25-34,QLD,43,29987,2023-04-01
2024,9,financial fraud,25-34,SA,2,27273,2024-09-01
2019,2,phishing,25-34,WA,31,47437,2019-02-01
2020,1,identity theft,55-64,ACT,8,24556,2020-01-01
2020,12,financial fraud,25-34,NT,20,4686,2020-12-01
2019,10,identity theft,55-64,VIC,35,40729,2019-10-01
2020,7,phishing,55-64,SA,36,10469,2020-07-01
2025,6,financial fraud,18-24,NSW,32,11985,2025-06-01
2022,3,task-based scam,45-54,QLD,34,48832,2022-03-01
2020,2,identity theft,55-64,VIC,45,26874,2020-02-01
2023,8,phishing,18-24,TAS,7,6903,2023-08-01
2022,4,financial fraud,25-34,TAS,35,47873,2022-04-01
2025,6,identity theft,18-24,NSW,39,4224,2025-06-01
2021,4,phishing,18-24,NSW,33,8469,2021-04-01
2020,11,identity theft,35-44,SA,8,26741,2020-11-01
2020,9,identity theft,45-54,NSW,28,45706,2020-09-01
2023,12,task-based scam,65+,QLD,11,35434,2023-12-01
2025,5,investment,35-44,SA,6,26673,2025-05-01
2023,6,financial fraud,45-54,SA,44,17380,2023-06-01
2024,9,investment,35-44,NT,2,47298,2024-09-01
2025,6,task-based scam,25-34,NSW,43,27994,2025-06-01
2019,2,task-based scam,65+,QLD,31,9951,2019-02-01
2019,11,financial fraud,35-44,TAS,48,34889,2019-11-01
2019,1,identity theft,35-44,SA,38,41027,2019-01-01
2023,9,identity theft,18-24,TAS,5,39854,2023-09-01
2019,2,phishing,65+,SA,16,24922,2019-02-01
2025,2,identity theft,65+,SA,38,38420,2025-02-01
2019,4,identity theft,65+,ACT,25,4489,2019-04-01
2021,10,phishing,55-64,NSW,30,44536,2021-10-01
2019,10,investment,35-44,QLD,23,11580,2019-10-01
2020,3,task-based scam,18-24,NT,45,33254,2020-03-01
2024,7,task-based scam,35-44,SA,22,853,2024-07-01
2023,7,identity theft,55-64,NT,35,26613,2023-07-01
2022,3,phishing,55-64,NSW,26,4688,2022-03-01
2024,3,identity theft,65+,VIC,41,12900,2024-03-01
2021,9,financial fraud,45-54,VIC,28,45589,2021-09-01
2023,7,phishing,18-24,SA,38,27407,2023-07-01
2025,3,investment,25-34,QLD,45,34685,2025-03-01
2023,3,investment,65+,NT,35,21901,2023-03-01
2020,3,identity theft,65+,ACT,15,350,2020-03-01
2025,9,phishing,55-64,ACT,46,37734,2025-09-01
2024,8,financial fraud,65+,NSW,49,3225,2024-08-01
2024,7,task-based scam,18-24,SA,9,7635,2024-07-01
2019,8,phishing,55-64,QLD,3,3782,2019-08-01
2025,1,financial fraud,35-44,SA,36,30581,2025-01-01
2020,9,identity theft,65+,QLD,38,28913,2020-09-01
2019,5,investment,45-54,NSW,21,31073,2019-05-01
2019,5,task-based scam,55-64,QLD,4,36979,2019-05-01
2023,5,investment,25-34,NT,49,5030,2023-05-01
2024,9,financial fraud,65+,NSW,19,38858,2024-09-01
2019,5,task-based scam,25-34,ACT,43,42340,2019-05-01
2021,2,financial fraud,65+,VIC,27,45106,2021-02-01
2021,6,investment,65+,NSW,6,49938,2021-06-01
2024,7,phishing,35-44,TAS,33,28468,2024-07-01
2021,11,investment,45-54,NSW,40,25255,2021-11-01
2023,7,identity theft,25-34,QLD,39,20715,2023-07-01
2020,7,identity theft,35-44,TAS,44,32464,2020-07-01
2022,11,financial fraud,45-54,ACT,35,6638,2022-11-01
2019,2,identity theft,25-34,WA,41,19173,2019-02-01
2022,6,phishing,35-44,SA,44,17620,2022-06-01
2020,9,phishing,18-24,SA,18,18367,2020-09-01
2020,1,task-based scam,18-24,NSW,49,39078,2020-01-01
2023,3,identity theft,25-34,WA,18,29573,2023-03-01
2021,12,financial fraud,65+,NT,17,46575,2021-12-01
2021,6,investment,18-24,NT,10,11044,2021-06-01
2020,7,phishing,65+,WA,23,7295,2020-07-01
2023,2,task-based scam,45-54,ACT,46,25092,2023-02-01
2023,10,financial fraud,55-64,TAS,46,28745,2023-10-01
2024,8,phishing,35-44,ACT,9,37003,2024-08-01
2025,11,phishing,45-54,NSW,14,475,2025-11-01
2019,6,financial fraud,18-24,ACT,20,6524,2019-06-01
2025,12,task-based scam,65+,VIC,37,40359,2025-12-01
2021,9,phishing,55-64,NSW,3,9244,2021-09-01
2020,9,financial fraud,18-24,ACT,22,28705,2020-09-01
2024,9,financial fraud,35-44,QLD,44,20068,2024-09-01
2022,9,task-based scam,45-54,VIC,24,2188,2022-09-01
2021,2,phishing,55-64,NT,45,10159,2021-02-01
2019,10,identity theft,65+,NSW,31,10851,2019-10-01
2023,10,financial fraud,18-24,NT,40,39350,2023-10-01
2020,7,financial fraud,35-44,WA,3,43209,2020-07-01
2021,5,phishing,55-64,QLD,49,27277,2021-05-01
2022,9,task-based scam,35-44,NT,38,20941,2022-09-01
2019,1,task-based scam,35-44,QLD,1,3949,2019-01-01
2019,10,phishing,25-34,TAS,34,48016,2019-10-01
2024,7,task-based scam,65+,WA,4,26214,2024-07-01
2021,10,phishing,18-24,WA,16,16330,2021-10-01
2022,5,identity theft,18-24,ACT,49,27988,2022-05-01
2019,11,investment,65+,VIC,7,20962,2019-11-01
2020,9,task-based scam,65+,TAS,42,12967,2020-09-01
2019,7,financial fraud,55-64,ACT,29,30480,2019-07-01
2022,4,financial fraud,25-34,SA,49,14807,2022-04-01
2023,11,phishing,35-44,VIC,27,33350,2023-11-01
2023,8,phishing,45-54,NSW,40,8067,2023-08-01
2024,9,financial fraud,18-24,VIC,11,36343,2024-09-01
2021,9,task-based scam,18-24,TAS,19,25096,2021-09-01
2022,10,phishing,18-24,ACT,38,46891,2022-10-01
2024,4,phishing,55-64,TAS,30,47036,2024-04-01
2025,6,phishing,35-44,NT,11,32122,2025-06-01
2019,4,investment,55-64,ACT,8,15396,2019-04-01
2025,1,financial fraud,65+,ACT,49,22834,2025-01-01
2019,6,phishing,35-44,WA,7,42540,2019-06-01
2023,8,identity theft,65+,NSW,7,22200,2023-08-01
2024,6,task-based scam,55-64,NT,13,21952,2024-06-01
2023,12,identity theft,65+,NSW,2,41159,2023-12-01
2020,3,phishing,45-54,ACT,10,21115,2020-03-01
2025,8,financial fraud,45-54,NT,20,13763,2025-08-01
2025,10,task-based scam,25-34,QLD,33,16954,2025-10-01
2023,9,investment,35-44,TAS,36,41154,2023-09-01
2020,1,investment,55-64,VIC,30,27952,2020-01-01
2019,11,financial fraud,45-54,VIC,1,1849,2019-11-01
2024,11,identity theft,35-44,NSW,34,48299,2024-11-01
2020,6,phishing,65+,SA,3,48401,2020-06-01
2024,10,identity theft,45-54,QLD,5,34202,2024-10-01
2025,8,investment,18-24,QLD,49,34655,2025-08-01
2024,2,financial fraud,18-24,NT,49,22061,2024-02-01
2025,4,identity theft,55-64,WA,2,6735,2025-04-01
2020,1,task-based scam,65+,TAS,4,6840,2020-01-01
2025,4,identity theft,35-44,NT,34,41065,2025-04-01
2021,2,identity theft,25-34,VIC,31,9315,2021-02-01
2025,3,identity theft,35-44,QLD,2,13976,2025-03-01
2023,4,investment,65+,SA,9,31600,2023-04-01
2020,3,phishing,25-34,ACT,34,17752,2020-03-01
2019,6,financial fraud,65+,ACT,42,44800,2019-06-01
2024,7,task-based scam,25-34,NSW,23,8469,2024-07-01
2022,11,phishing,55-64,NT,16,47050,2022-11-01
2020,7,investment,25-34,NT,41,19031,2020-07-01
2023,1,investment,45-54,TAS,2,34234,2023-01-01
2025,5,phishing,35-44,QLD,15,27148,2025-05-01
2024,3,investment,18-24,NT,32,32490,2024-03-01
2021,12,investment,35-44,NT,41,10717,2021-12-01
2019,1,financial fraud,18-24,ACT,10,26254,2019-01-01
2021,1,phishing,25-34,SA,46,22834,2021-01-01
2022,2,investment,55-64,VIC,49,4115,2022-02-01
2020,10,identity theft,25-34,QLD,44,29827,2020-10-01
2024,8,investment,18-24,NT,42,43927,2024-08-01
2020,4,investment,55-64,VIC,30,36894,2020-04-01
2023,10,task-based scam,18-24,TAS,7,35900,2023-10-01
2020,3,investment,55-64,ACT,6,6572,2020-03-01
2019,8,phishing,35-44,VIC,16,2488,2019-08-01
2022,2,task-based scam,25-34,WA,15,37714,2022-02-01
2021,9,phishing,25-34,ACT,28,30218,2021-09-01
2022,4,task-based scam,45-54,WA,6,39287,2022-04-01
2024,11,task-based scam,65+,TAS,49,18243,2024-11-01
2020,9,task-based scam,45-54,TAS,36,24648,2020-09-01
2024,1,financial fraud,18-24,NSW,26,32665,2024-01-01
2021,5,task-based scam,25-34,SA,46,34653,2021-05-01
2024,10,financial fraud,45-54,SA,47,14694,2024-10-01
2023,7,identity theft,35-44,QLD,32,11942,2023-07-01
2022,11,investment,35-44,NSW,49,3973,2022-11-01
2021,4,task-based scam,18-24,VIC,17,41989,2021-04-01
2021,12,identity theft,65+,VIC,25,23361,2021-12-01
2025,12,phishing,18-24,NT,29,45076,2025-12-01
2021,5,investment,35-44,NSW,5,16897,2021-05-01
2025,11,identity theft,65+,VIC,1,24637,2025-11-01
2019,9,financial fraud,55-64,NSW,35,18121,2019-09-01
2025,6,task-based scam,55-64,NT,48,13801,2025-06-01
2022,6,phishing,45-54,QLD,38,3922,2022-06-01
2024,2,task-based scam,55-64,NT,38,7578,2024-02-01
2025,1,investment,25-34,WA,24,45261,2025-01-01
2021,4,phishing,18-24,TAS,19,22518,2021-04-01
2022,10,task-based scam,55-64,ACT,22,9137,2022-10-01
2025,3,task-based scam,25-34,TAS,33,32422,2025-03-01
2025,11,task-based scam,25-34,QLD,7,22792,2025-11-01
2021,7,financial fraud,65+,QLD,39,23444,2021-07-01
2023,7,investment,55-64,VIC,47,43843,2023-07-01
2023,6,phishing,45-54,VIC,20,9712,2023-06-01
2025,5,investment,55-64,ACT,25,10892,2025-05-01
2023,3,investment,25-34,WA,10,35927,2023-03-01
2020,4,identity theft,45-54,QLD,38,9690,2020-04-01
